HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score
1,2,1290211200,disappointment,'I was disappointed in this product because I thought it would be bigger<br Also it did not come with enough icing I had to use my own',2
1,2,1290038400,'Cute Item but expired','The whole idea of a Spongebob Ginger Bread Pineapple is really great but the sticker that says Use By Has a 10 JN 16 date on it If thats 2010 this is notgoodI think it would be fun to make and a cute decoration but my son is going to want to eat it  The least the seller could do is to check the expiration date Its righton the front of the box Not happy at all',2
2,3,1196121600,'If I could give a rating under onestar','This tea carries the flavor one would expect from the smell  terrible  It invigorates like a puncture wound and the only revival is that after drinking you discover that you are still alive  Well one tea bag was enough for me  My motherinlaw said Oh that smells kind of like wine  Okay kind of like wine with a hint of rot and a moldy aftertaste  If she likes it she can have the whole box',1
1,2,1265500800,Horrid,'If it were possible to give this product zero stars I would have done so  I am a huge fan of Twinings teas and was very excited to try this new blend  After arriving home from the grocery I immediately started the kettle to enjoy a cup while prepping dinner  Between sorting washing and chopping items the hot water was added to the bag to steep  Preparation continued until a distinctly off odor hit me  I thought one of my ingredients must be rancid  I hunted around for almost four minutes before I realized it was the tea  Even after cleaning up and airing out the kitchen my roommate later came in and asked about the smell  Save your money to purchase ANY other Twinings product',1
1,2,1209254400,delicious,'This tea is the best tea ive ever had i first tasted it in norway and had to find it in the states i have it every morning',4
0,1,1299974400,'I love this tea  to each her own taste buds','I love the aroma and the taste of the fruit and vanilla combo and the addition of ginseng for an added energy boost rounds this tea out nicely for me Its a sweet tea which makes it a wonderful healthy alternative to desert after dinner  I see that others didnt like it but its really a matter of personal tastedifferent courses for different horses',5
3,3,1285718400,'There is none greater','The best chocolate in the world in this critics humble opinion is made in the United States And the best chocolate in the United States is made in California by the Ghirardelli Chocolate Company It is surely the best chocolate that one can find in so many stores malls etc throughout the United States Their actual stores are rare but Kroger WalMart Martins formerly Ukrops and a long list of other grocery stores and many malls stock their products  I have never encountered milk chocolates with caramel filling to surpass the quality of these These are chocolates deserving of poetry You can eat them quickly or take your time and savor every moment of eating every one The choice is up to you',5
1,1,1285113600,'Caramel chocolate','This is agoodquality brand of chocolate with many flavours of which this is just one Very tasty and a fast delivery too',5
0,0,1327017600,'Chocolate heaven','My mother and father were the recipient of these wonderful pieces of chocolate heaven  They didnt believe they deserved receiving these but I know they did deserve to receive these',5
0,0,1326931200,'Heavenly Action','This is the best caramel/chocolate combination I have ever tasted The caramel is liquid and complements the Ghiradelli chocolate perfectly Do not try this brew if you are attempting to lose weight  you will end up an addict like me<br   The Ghiradelli product is far better than the Caramello/Hershey product in every way The Caramello chocolate lacks the refined taste of the Ghiradelli squares and the Caramello caramel is harder and not as sublime in taste Comparing the two is like comparing Warren Buffett to myself in terms of wealth Unfortunately I am the Caramello bar in this regard<br   At the very least try the Ghiradelli',5
0,0,1325289600,'Great chocolate','Of course we all know how delicious Ghirardelli chocolate is Unfortunately after I purchased two of these gift bags online I found them in a local store for half the price Lesson learned???',3
0,0,1315526400,'Great item','This chocolate treat is a great gift and it arrived rightwhen I expected it to I gave it to my girlfriend as a surprise gift and she absolutely loved it',5
0,0,1276387200,choclate,'the first time i ordered this it came all melted but amazon was quick to remedy the situation by sending me another of the product and it was great thank you',5
0,1,1335052800,'is this serious??? 10 bucks??','Are people really paying 10 bucks for these chocolates??? ummmm go to any grocery store and by them for 298 a bagwow',3
0,0,1330819200,Yum,'Low calorie and satisfying These soups are a nice fill in when you dont want too much but dont want to be hungry for a few hours',5
9,10,1310774400,'Overpriced Even on Gold Box','This was really a disappointment While the products included are fine the real disappointment was the travel mug It is a cheap plastic cup with the nutritional information for the cookies on it So it is basically just a cookie package Yeah that is really what I want to use as a travel mug I agree with the review that it looks like it came from a dollar store The product description says the polka dot tumbler is definitely a keeper What? It is simply cheap packaging Not something of quality to enjoy Had I known that I would not have purchased the set I really was looking forward to using the cute looking mug on a daily basis I like the products inside and the basket is OK but really this what not what it appeared to be',3
